ax,ay,az,gx,gy,gz,mx,my,mz,lax,lay,laz,q1,q2,q3,q4
-0.05828856,-0.02075195,0.008911129,-0.008413315,0.0004663467,-0.001966476,0.9385538,-0.1412775,0.05451294,0.001298904,-0.005421638,-0.00206852,0.7590414,-0.2460655,0.5929673,0.1081544
-0.05792235,-0.02001953,0.009735104,-0.008291245,0.0008935928,-0.001630783,0.911554,-0.1142776,0.03351288,0.001659393,-0.004641533,-0.001213074,0.7588507,-0.2467421,0.5929,0.1083201
-0.05834959,-0.02053833,0.01074218,-0.008138657,0.0005884171,-0.001234055,0.911554,-0.1142776,0.03351288,0.001225471,-0.005116463,-0.0001802444,0.7586917,-0.2473885,0.5928006,0.1085033
-0.05737303,-0.02041626,0.01159668,-0.007741928,0.0001916885,-0.001142502,0.911554,-0.1142776,0.03351288,0.002193451,-0.004951477,0.0006904602,0.7585772,-0.2479969,0.5926601,0.1086826
-0.05691527,-0.0206604,0.01229858,-0.007436752,-0.0002946854,-0.0006542206,0.9565539,-0.1262775,0.06951294,0.002643585,-0.005156517,0.001401901,0.7585018,-0.2485612,0.5924836,0.1088815
-0.05535887,-0.02017212,0.01049804,-0.007070541,-0.0007829666,-7.43866e-05,0.9565539,-0.1262775,0.06951294,0.004192352,-0.004635811,-0.0003900528,0.7584215,-0.2490849,0.5923255,0.1091046
-0.05590819,-0.02026367,0.009094235,-0.007436752,-0.001729012,0.000289917,0.9565539,-0.1262775,0.06951294,0.00363636,-0.0046978,-0.001786232,0.7583448,-0.2496169,0.5921487,0.1093808
-0.05541991,-0.0203247,0.008514401,-0.007284164,-0.001942635,0.0008087158,0.947554,-0.1412775,0.060513,0.004119873,-0.004733086,-0.002360344,0.7582672,-0.2501226,0.5919794,0.1096798
-0.05722044,-0.01974487,0.007263182,-0.007314682,-0.001423836,0.001754761,0.947554,-0.1412775,0.060513,0.002318382,-0.004138947,-0.003594398,0.7581257,-0.250583,0.591899,0.1100406
-0.05804442,-0.01965332,0.0067749,-0.006978989,-0.0004472733,0.002120972,0.947554,-0.1412775,0.060513,0.001497269,-0.004038811,-0.004055023,0.7579309,-0.2510144,0.5919001,0.1103929
-0.0578308,-0.02017212,0.006225584,-0.006856918,0.001015663,0.002578735,0.947554,-0.1412775,0.030513,0.001716614,-0.004551888,-0.004562378,0.7576603,-0.2514464,0.5920008,0.110726
-0.05746458,-0.01977539,0.006103514,-0.006368637,0.002419472,0.002944946,0.947554,-0.1412775,0.030513,0.002092361,-0.004153252,-0.004631042,0.7573318,-0.2518392,0.592196,0.1110368
-0.05807494,-0.01937866,0.004974363,-0.005880356,0.003975868,0.003616333,0.947554,-0.1412775,0.030513,0.001496315,-0.003764153,-0.005689621,0.7569131,-0.2521853,0.5925268,0.1113413
-0.05700682,-0.01947021,0.005157469,-0.005392075,0.005013466,0.004165649,0.9445539,-0.1382776,-0.00548645,0.002581596,-0.003868103,-0.005429268,0.7564612,-0.2524912,0.5929193,0.1116293
-0.05667113,-0.01937866,0.003906248,-0.005239487,0.004952431,0.004348755,0.9445539,-0.1382776,-0.00548645,0.00293541,-0.003790855,-0.006599426,0.7559918,-0.2527894,0.5933362,0.1119185
-0.05639647,-0.01992797,0.003662108,-0.005392075,0.004677773,0.004837036,0.9445539,-0.1382776,-0.00548645,0.003228188,-0.004355431,-0.006764412,0.7555264,-0.2530863,0.5937425,0.1122354
-0.05599974,-0.02005005,0.005096434,-0.005331039,0.003731728,0.005172729,0.9655539,-0.1622775,0.03651275,0.003641129,-0.004496574,-0.005265236,0.7551323,-0.2533472,0.5940661,0.1125866
-0.05532835,-0.02096557,0.005310057,-0.00569725,0.002999306,0.004928589,0.9655539,-0.1622775,0.03651275,0.004325867,-0.005423546,-0.004994392,0.7547756,-0.2536535,0.5943226,0.1129345
-0.05572508,-0.02050781,0.006195066,-0.005788803,0.001870155,0.005447388,0.9655539,-0.1622775,0.03651275,0.003941536,-0.004984856,-0.004065514,0.754479,-0.2539125,0.5945092,0.1133508
-0.05706786,-0.02185058,0.007202147,-0.005880356,0.001381874,0.00553894,0.9145538,-0.1322775,0.05451294,0.002609253,-0.006342888,-0.00302124,0.7542194,-0.2541822,0.5946435,0.113769
-0.05657957,-0.02221679,0.007385252,-0.006399155,0.0007104874,0.00553894,0.9145538,-0.1322775,0.05451294,0.003106117,-0.00672245,-0.002806664,0.7539867,-0.2544837,0.5947242,0.1142149
-0.05752562,-0.02236938,0.006988524,-0.006765366,0.0001001358,0.005752563,0.9145538,-0.1322775,0.05451294,0.002168655,-0.006890297,-0.003174782,0.7537621,-0.2547942,0.5947823,0.1147012
-0.05657957,-0.02227783,0.006195066,-0.007802963,-0.0002641678,0.005996704,0.932554,-0.1562775,0.05451294,0.003123283,-0.006813049,-0.003938675,0.7535204,-0.255159,0.594826,0.1152505
-0.05657957,-0.02322387,0.007385252,-0.008169174,-0.0003862381,0.005874634,0.932554,-0.1562775,0.05451294,0.003129959,-0.007769585,-0.002723694,0.7533031,-0.2555581,0.5948237,0.1157972
-0.05639647,-0.02374267,0.007446287,-0.008382797,-0.0008134842,0.005996704,0.932554,-0.1562775,0.05451294,0.00331974,-0.008296967,-0.002640724,0.753103,-0.255971,0.5947901,0.1163581
-0.05551146,-0.0234375,0.006317137,-0.008932114,-0.001545906,0.00617981,0.9235538,-0.1472775,0.03651275,0.004210472,-0.008001328,-0.003750801,0.7529048,-0.2564079,0.5947334,0.116967
-0.05484007,-0.02368164,0.004180906,-0.009420395,-0.002095222,0.006088257,0.9235538,-0.1472775,0.03651275,0.004886627,-0.00825119,-0.005864143,0.7526849,-0.2568987,0.5946773,0.1175894
-0.05496214,-0.02416992,0.004333494,-0.01006126,-0.002766609,0.006149292,0.9235538,-0.1472775,0.03651275,0.004769325,-0.00874424,-0.005693436,0.7524856,-0.2574256,0.5945708,0.1182489
-0.05532835,-0.02383422,0.002960203,-0.01042747,-0.00301075,0.006088257,0.926554,-0.1832776,0.05751282,0.004407883,-0.008413315,-0.007044792,0.7522622,-0.2579778,0.5944783,0.11893
-0.05444335,-0.02386474,0.001922606,-0.01088524,-0.003621101,0.005966187,0.926554,-0.1832776,0.05751282,0.005296707,-0.008444786,-0.008061409,0.7520418,-0.2585694,0.5943599,0.119629
-0.05514525,-0.02383422,0.001983641,-0.01131248,-0.003926277,0.006057739,0.926554,-0.1832776,0.05751282,0.004598618,-0.00841713,-0.0079813,0.751824,-0.2591742,0.5942239,0.1203623
-0.05538939,-0.02346801,0.001281736,-0.01180077,-0.003499031,0.006118774,0.9595538,-0.1682776,0.04851288,0.004360199,-0.008054733,-0.008657455,0.7515613,-0.2598055,0.5941269,0.1211184
-0.05465697,-0.0231018,0.001800535,-0.01164818,-0.003560066,0.005630493,0.9595538,-0.1682776,0.04851288,0.005096436,-0.007689476,-0.008114815,0.7513204,-0.2604395,0.5940052,0.1218459
-0.0550537,-0.02371215,0.0007934552,-0.01201439,-0.003651619,0.00553894,0.9595538,-0.1682776,0.04851288,0.004703522,-0.008296967,-0.009095192,0.7510576,-0.2611177,0.5938902,0.1225736
-0.05551146,-0.02331543,0.0004577618,-0.01256371,-0.003499031,0.005325317,0.947554,-0.1412775,0.060513,0.004249573,-0.007896423,-0.009399414,0.7507695,-0.2618308,0.5937861,0.1233192
-0.05569457,-0.0236206,0.0004577618,-0.01314354,-0.003437996,0.005233765,0.947554,-0.1412775,0.060513,0.004070282,-0.008194923,-0.009366035,0.7504677,-0.2625867,0.5936754,0.1240795
-0.05548094,-0.02328491,0.001708983,-0.01402855,-0.003376961,0.005050659,0.947554,-0.1412775,0.060513,0.004286766,-0.007851601,-0.008084297,0.7501708,-0.2633835,0.5935304,0.1248777
-0.05499266,-0.0231018,0.002777098,-0.01439476,-0.003560066,0.004745483,0.9565539,-0.1562775,0.05451294,0.004776955,-0.007657051,-0.006990433,0.7498991,-0.2642006,0.5933405,0.1256834
-0.05569457,-0.02346801,0.003906248,-0.01500511,-0.003865242,0.004379272,0.9565539,-0.1562775,0.05451294,0.004074097,-0.008008003,-0.005841255,0.7496516,-0.2650598,0.593096,0.1265018
-0.05526732,-0.02410888,0.004089354,-0.01546288,-0.004536629,0.003921509,0.9565539,-0.1562775,0.05451294,0.004497528,-0.008625984,-0.005642891,0.7494353,-0.2659715,0.592787,0.1273152
-0.05432128,-0.02328491,0.004913328,-0.01659203,-0.004811287,0.003860474,0.9565539,-0.1562775,0.05451294,0.005439758,-0.007779121,-0.004807472,0.7492254,-0.2669257,0.5924336,0.1281961
-0.05474852,-0.02420043,0.00552368,-0.01704979,-0.005482674,0.003463745,0.9565539,-0.1562775,0.05451294,0.005005836,-0.008665085,-0.004193306,0.7490513,-0.2679279,0.5920102,0.1290756
-0.0545349,-0.02392578,0.005828856,-0.01775169,-0.006093025,0.003463745,0.9565539,-0.1562775,0.05451294,0.005210876,-0.008360863,-0.003889084,0.7488948,-0.2689552,0.5915389,0.1300048
-0.05407714,-0.02328491,0.00564575,-0.01830101,-0.006123543,0.003250122,0.9655539,-0.1712775,0.02151276,0.005661011,-0.007689476,-0.004071236,0.7487252,-0.2700123,0.5910617,0.1309571
-0.05410765,-0.02328491,0.006561277,-0.01869774,-0.006123543,0.003219604,0.9655539,-0.1712775,0.02151276,0.00562191,-0.007658005,-0.003157616,0.7485635,-0.2710833,0.59056,0.1319291
-0.05270385,-0.02294922,0.00564575,-0.01933861,-0.00603199,0.002914429,0.9655539,-0.1712775,0.02151276,0.007017136,-0.007287025,-0.004069328,0.7483724,-0.2722114,0.5900635,0.132908
-0.05270385,-0.02377319,0.006958006,-0.01976585,-0.006855965,0.002700806,0.9445539,-0.1442776,0.01851288,0.007005692,-0.008070946,-0.002764702,0.7482368,-0.2733682,0.5894759,0.1339005
-0.05169677,-0.02319336,0.00564575,-0.02028465,-0.007435799,0.002578735,0.9445539,-0.1442776,0.01851288,0.008000374,-0.007450104,-0.004084587,0.7480926,-0.2745573,0.5888727,0.1349238
-0.05136107,-0.02133178,0.004730223,-0.02074242,-0.007527351,0.002487183,0.9445539,-0.1442776,0.01851288,0.008331299,-0.005580902,-0.005019188,0.7479697,-0.2755509,0.5882812,0.1361545
-0.05056762,-0.02172851,0.004211424,-0.02095604,-0.008778572,0.002426147,0.926554,-0.1532776,0.04251282,0.009117126,-0.005968094,-0.005567551,0.7478969,-0.2765456,0.587613,0.1374173
-0.05010985,-0.02249145,0.003967283,-0.02153587,-0.009327888,0.00227356,0.926554,-0.1532776,0.04251282,0.009566307,-0.006719589,-0.005844116,0.7478356,-0.2775736,0.5869024,0.1387085
-0.05120848,-0.02200317,0.003295897,-0.02239037,-0.009846687,0.002182007,0.926554,-0.1532776,0.04251282,0.008458138,-0.006217957,-0.006551743,0.747778,-0.278648,0.5861493,0.1400432
-0.05255126,-0.02044677,0.004394529,-0.02217674,-0.009602547,0.002120972,0.9385538,-0.1172775,0.060513,0.007102966,-0.004623413,-0.005470276,0.7476478,-0.2798907,0.5854403,0.1412209
-0.05300902,-0.02124023,0.004730223,-0.02217674,-0.009144783,0.002059937,0.9385538,-0.1172775,0.060513,0.006631851,-0.005375862,-0.005147934,0.7475017,-0.2811508,0.5847434,0.1423739
-0.05392455,-0.02069091,0.005218504,-0.0224514,-0.008381844,0.002029419,0.9385538,-0.1172775,0.060513,0.00570488,-0.004788399,-0.004667282,0.7473174,-0.2824149,0.5840849,0.1435375
-0.05328368,-0.02059936,0.006011961,-0.02281761,-0.007954597,0.00239563,0.947554,-0.1862775,0.030513,0.006335258,-0.00466156,-0.003878593,0.7471168,-0.2836793,0.5834339,0.1447312
-0.05392455,-0.02029419,0.007171629,-0.02321434,-0.007527351,0.002182007,0.947554,-0.1862775,0.030513,0.005683899,-0.004320145,-0.002723694,0.7469069,-0.2849587,0.5827792,0.1459342
-0.05285643,-0.02075195,0.007904049,-0.02339745,-0.007679939,0.002304077,0.947554,-0.1862775,0.030513,0.00674057,-0.004739761,-0.001999855,0.7467149,-0.2862457,0.5820896,0.1471452
-0.05239867,-0.02127075,0.009307858,-0.02345848,-0.008137703,0.0025177,0.932554,-0.1562775,-0.002486572,0.007185936,-0.005220413,-0.0006141663,0.7465665,-0.2875181,0.5813403,0.1483747
-0.05187987,-0.02145385,0.00939941,-0.02406883,-0.008717537,0.002792358,0.932554,-0.1562775,-0.002486572,0.00769043,-0.005366325,-0.000544548,0.7464282,-0.2888097,0.5805491,0.1496544
-0.0517578,-0.02090454,0.009765621,-0.02474022,-0.00981617,0.002822876,0.932554,-0.1562775,-0.002486572,0.007797241,-0.004780769,-0.0002088547,0.7463255,-0.2901095,0.5796837,0.1510009
-0.05233764,-0.02075195,0.00927734,-0.02477074,-0.009663582,0.003097534,0.9505539,-0.1532776,0.01851288,0.007204056,-0.004595757,-0.0007247925,0.7461963,-0.2913989,0.5788459,0.1523644
-0.05285643,-0.02154541,0.01019287,-0.02510643,-0.009633064,0.003494263,0.9505539,-0.1532776,0.01851288,0.006671906,-0.005357742,0.000161171,0.7460676,-0.2926933,0.5779902,0.1537556
-0.05392455,-0.02160644,0.01034546,-0.02544212,-0.009694099,0.003494263,0.9505539,-0.1532776,0.01851288,0.005590439,-0.005387306,0.0002851486,0.7459289,-0.2940002,0.5771282,0.1551671
-0.05319213,-0.02053833,0.01000976,-0.02571678,-0.009633064,0.003585815,0.9355539,-0.1742776,0.003512878,0.006310463,-0.004290581,-7.724762e-05,0.7457696,-0.2953023,0.5762789,0.1566097
-0.0533142,-0.02099609,0.0100708,-0.02589989,-0.009694099,0.003707886,0.9355539,-0.1742776,0.003512878,0.006175995,-0.004719734,-4.291534e-05,0.7456055,-0.2966153,0.5754201,0.1580606
-0.0543518,-0.01995849,0.01028442,-0.0262661,-0.009663582,0.003768921,0.9355539,-0.1742776,0.003512878,0.005127907,-0.003658295,0.0001459122,0.7454236,-0.297918,0.5745698,0.159555
-0.05459594,-0.02026367,0.0100708,-0.02623558,-0.009602547,0.003982544,0.932554,-0.1712775,-0.002486572,0.004873276,-0.003940582,-9.155273e-05,0.745229,-0.2992163,0.5737291,0.1610529
-0.05429076,-0.02005005,0.01040649,-0.02629662,-0.01012135,0.004196167,0.932554,-0.1712775,-0.002486572,0.005167961,-0.003705978,0.0002145767,0.7450559,-0.3004941,0.5728545,0.1625811
-0.05368041,-0.02047729,0.01013183,-0.02702904,-0.01057911,0.004104614,0.932554,-0.1712775,-0.002486572,0.005765915,-0.004108429,-9.155273e-05,0.7448814,-0.301824,0.5719385,0.1641344
-0.05242919,-0.02020263,0.01010131,-0.02712059,-0.01164722,0.004226685,0.9445539,-0.1892776,-0.01448639,0.007003784,-0.003809929,-0.0001621246,0.744749,-0.3031383,0.5709572,0.1657221
-0.05255126,-0.0201416,0.0112915,-0.02742577,-0.01164722,0.004318237,0.9445539,-0.1892776,-0.01448639,0.006867409,-0.003725052,0.0009832382,0.7446253,-0.3044498,0.5699495,0.1673346
-0.05392455,-0.01959228,0.01119995,-0.02794456,-0.01204395,0.004348755,0.9445539,-0.1892776,-0.01448639,0.005480766,-0.003154755,0.0008468628,0.7444921,-0.3057676,0.568927,0.1689959
-0.05447387,-0.02023315,0.01092529,-0.02812767,-0.01189137,0.004928589,0.9505539,-0.1682776,0.009512939,0.004919052,-0.003778458,0.0005311966,0.7443302,-0.3070849,0.5679248,0.170683
-0.05450438,-0.0208435,0.0105896,-0.02834129,-0.0114336,0.004959106,0.9505539,-0.1682776,0.009512939,0.004876137,-0.004367828,0.0001602173,0.7441337,-0.308433,0.5669452,0.1723571
-0.05484007,-0.02001953,0.01110839,-0.02824974,-0.01094532,0.005081177,0.9505539,-0.1682776,0.009512939,0.004530907,-0.003528595,0.0006456375,0.7439173,-0.309752,0.5659948,0.1740411
-0.0552368,-0.01953125,0.009979244,-0.02855492,-0.01033497,0.005477905,0.947554,-0.1802774,-0.008486633,0.004127502,-0.003029823,-0.0005054474,0.743633,-0.3110787,0.5651117,0.1757513
-0.05477904,-0.01864624,0.01074218,-0.02895164,-0.00993824,0.006027222,0.947554,-0.1802774,-0.008486633,0.004580498,-0.002140999,0.0002374649,0.7433234,-0.3123834,0.5642467,0.1775172
-0.05377196,-0.01916504,0.01080322,-0.02901268,-0.009358406,0.005752563,0.947554,-0.1802774,-0.008486633,0.005581856,-0.002650261,0.0002822876,0.7429939,-0.3137229,0.5633917,0.1792418
-0.05371093,-0.01843261,0.0105896,-0.029562,-0.009785652,0.006057739,0.9445539,-0.1742776,-0.01448639,0.005639076,-0.001913071,5.149841e-05,0.7426544,-0.3150607,0.5625206,0.1810288
-0.05410765,-0.01873779,0.01156616,-0.02968407,-0.009663582,0.006240845,0.9445539,-0.1742776,-0.01448639,0.005237579,-0.002214432,0.001008987,0.7423173,-0.3163913,0.5616363,0.182828
-0.05438231,-0.01901245,0.01153564,-0.03001976,-0.009907722,0.006271362,0.9445539,-0.1742776,-0.01448639,0.004958153,-0.002484322,0.0009584427,0.7419765,-0.3177392,0.5607308,0.1846442
-0.05477904,-0.01849365,0.01150512,-0.03035545,-0.01006031,0.006576538,0.9055539,-0.1862775,-0.03248657,0.00455761,-0.001965523,0.0009069443,0.7416206,-0.3190778,0.5598247,0.1865056
-0.0550537,-0.01867675,0.01147461,-0.03038597,-0.0102129,0.006576538,0.9055539,-0.1862775,-0.03248657,0.004277229,-0.002147675,0.0008554459,0.7412503,-0.3204172,0.558907,0.1883686
-0.05508421,-0.01861572,0.01306152,-0.03120995,-0.01100636,0.006515503,0.9055539,-0.1862775,-0.03248657,0.00424099,-0.002083778,0.002410889,0.7409331,-0.3217731,0.5578975,0.1902902
-0.05517577,-0.01916504,0.01361084,-0.03185081,-0.01179981,0.00617981,0.9238077,-0.1802774,-0.05653534,0.0041399,-0.002624512,0.002920151,0.7406448,-0.3231704,0.5568067,0.1922312
-0.05444335,-0.01904297,0.01379394,-0.0320034,-0.01311207,0.006332397,0.9238077,-0.1802774,-0.05653534,0.004860878,-0.002494812,0.003051758,0.7404061,-0.3245467,0.5556335,0.1942182
-0.05398558,-0.01947021,0.01443481,-0.03288841,-0.01411915,0.005844116,0.9238077,-0.1802774,-0.05653534,0.005302429,-0.002905846,0.003631592,0.7402042,-0.3259792,0.5543552,0.1962322
-0.05468749,-0.01916504,0.01409912,-0.03325462,-0.01494312,0.005935669,0.9238077,-0.1802774,-0.05653534,0.004585266,-0.002586365,0.003231049,0.7400088,-0.3274095,0.5530387,0.1982927
-0.05407714,-0.02020263,0.01382446,-0.03380394,-0.01570606,0.006210327,0.9238077,-0.1802774,-0.05653534,0.005177498,-0.003606796,0.002885818,0.7398221,-0.3288713,0.5516651,0.2003864
-0.05450438,-0.02212524,0.01473999,-0.03438377,-0.01585865,0.005599976,0.9238077,-0.1802774,-0.05653534,0.004728317,-0.00549984,0.00372982,0.7396516,-0.3304125,0.5502203,0.2024436
-0.05484007,-0.02044677,0.01296997,-0.03441429,-0.01823902,0.004440308,0.9268079,-0.1742776,-0.06853546,0.004366875,-0.003786087,0.001873016,0.7395484,-0.3319513,0.5486635,0.2045184
-0.05599974,-0.01666259,0.005004881,-0.03572655,-0.01759815,0.004379272,0.9268079,-0.1742776,-0.06853546,0.003190994,2.384186e-05,-0.006138802,0.7392105,-0.3335901,0.5473214,0.20666
-0.06838988,-0.01608276,0.01065063,-0.03734398,-0.01228809,0.006088257,0.9268079,-0.1742776,-0.06853546,-0.009203911,0.0006113052,-0.0005092621,0.7386748,-0.3352457,0.5461926,0.2088734
-0.0620117,-0.01626587,0.02120971,-0.03664207,-0.007374763,0.007614136,0.9178079,-0.1832776,-0.05353546,-0.00282383,0.000415802,0.01004124,0.7380918,-0.3367349,0.5452134,0.2110883
-0.05465697,-0.01986694,0.02734374,-0.03569603,-0.002552986,0.008071899,0.9178079,-0.1832776,-0.05353546,0.00453186,-0.003184319,0.01618099,0.7374822,-0.3382472,0.5443196,0.2131006
-0.05398558,-0.0248413,0.02096557,-0.03566551,0.001046181,0.008590698,0.9178079,-0.1832776,-0.05353546,0.005210876,-0.008143425,0.009864807,0.7366188,-0.3399687,0.5437023,0.2149188
-0.04974364,-0.02764892,0.0173645,-0.03664207,0.000954628,0.007980347,0.9148077,-0.1952774,-0.08053528,0.009456635,-0.01091576,0.00633812,0.7357055,-0.3418772,0.5430536,0.2166563
-0.04165649,-0.02435302,0.007568358,-0.03746605,-0.003773689,0.006973267,0.9148077,-0.1952774,-0.08053528,0.01755524,-0.007619858,-0.003396034,0.7347676,-0.3436264,0.5424024,0.2186965
-0.04818724,-0.02450561,0.0105896,-0.04027367,-0.007374763,0.006484985,0.9148077,-0.1952774,-0.08053528,0.01102829,-0.007763863,-0.0003385544,0.7339063,-0.3454897,0.5414848,0.2209177
-0.0484619,-0.01974487,0.01501464,-0.04112816,-0.01213551,0.006484985,0.9508078,-0.1982776,-0.09853546,0.01075077,-0.00299263,0.004081726,0.7332112,-0.3473172,0.5402808,0.2232973
-0.04595947,-0.0178833,0.0220642,-0.04118919,-0.01497364,0.006210327,0.9508078,-0.1982776,-0.09853546,0.01324368,-0.00111866,0.01110172,0.7326277,-0.3491071,0.5389038,0.2257368
-0.04858397,-0.02145385,0.02383422,-0.04076195,-0.01729298,0.004959106,0.9508078,-0.1982776,-0.09853546,0.01058578,-0.004641533,0.01276684,0.7324696,-0.350844,0.5369953,0.228093
-0.05273436,-0.02194213,0.01934814,-0.04121971,-0.01961231,0.003250122,0.9448078,-0.1532776,-0.09853546,0.006398201,-0.005066872,0.00817585,0.7323131,-0.3526846,0.5350084,0.2304146
-0.0578308,-0.01852417,0.01205444,-0.04134178,-0.01988697,0.004013062,0.9448078,-0.1532776,-0.09853546,0.001276016,-0.001606941,0.0008058548,0.7319663,-0.3545025,0.5332336,0.232829
-0.06570433,-0.02041626,0.01651,-0.04179955,-0.01653004,0.005050659,0.9448078,-0.1532776,-0.09853546,-0.006613731,-0.003473282,0.005220413,0.7314149,-0.3563345,0.5317023,0.235256
-0.06033324,-0.02371215,0.02395629,-0.04054832,-0.01625538,0.004714966,0.9568079,-0.1862775,-0.09553528,-0.001257896,-0.006741524,0.01262569,0.7308838,-0.3581111,0.5301934,0.2376033
-0.05456542,-0.02713012,0.02545165,-0.04073143,-0.01744556,0.002944946,0.9568079,-0.1862775,-0.09553528,0.004466057,-0.01007843,0.01401615,0.730745,-0.3599698,0.5281455,0.2397728
-0.05877684,-0.02642822,0.0201416,-0.04054832,-0.01939869,0.001602173,0.9568079,-0.1862775,-0.09553528,0.000210762,-0.009288788,0.008607864,0.7305824,-0.3618745,0.5260906,0.2419096
-0.05990599,-0.02407836,0.01467895,-0.04140282,-0.02330494,-0.0001659393,0.9268079,-0.1682776,-0.1075354,-0.0009689331,-0.00684166,0.003034592,0.7304569,-0.3638436,0.5238894,0.244102
-0.05813597,-0.02197265,0.01522827,-0.04192162,-0.02846241,-0.001264572,0.9268079,-0.1682776,-0.1075354,0.0007400513,-0.00463295,0.003426552,0.7305374,-0.3657421,0.5213598,0.2464287
-0.05593871,-0.01785278,0.0119934,-0.04158592,-0.03246021,-0.001813889,0.9268079,-0.1682776,-0.1075354,0.002871513,-0.0004177094,8.583069e-06,0.7307131,-0.3675342,0.5186891,0.2488651
-0.06411742,-0.01919555,0.01492309,-0.04173851,-0.0315752,-0.002393723,0.902808,-0.2132776,-0.1075354,-0.005373001,-0.001662254,0.002760887,0.7308615,-0.3693313,0.516035,0.2512745
-0.07122801,-0.02133178,0.01712036,-0.0396328,-0.03004932,-0.003278732,0.902808,-0.2132776,-0.1075354,-0.01254845,-0.003694534,0.004795074,0.7309852,-0.3710905,0.5135049,0.2534956
-0.0706787,-0.0196228,0.01397705,-0.03862572,-0.026021,-0.003767014,0.902808,-0.2132776,-0.1075354,-0.01205826,-0.001879692,0.001523018,0.7309793,-0.3728856,0.5111981,0.2555327
-0.07562254,-0.01849365,0.01065063,-0.03697777,-0.02049732,-0.004072189,0.9327493,-0.2012677,-0.125506,-0.01705265,-0.0006437302,-0.001885414,0.7308026,-0.374704,0.5092167,0.2573286
-0.07406615,-0.02139282,0.01403808,-0.03575706,-0.01668262,-0.004743576,0.9327493,-0.2012677,-0.125506,-0.01554108,-0.00343132,0.001450539,0.7305186,-0.3765517,0.5074475,0.2589281
-0.06936644,-0.02233886,0.01657104,-0.03468895,-0.01591969,-0.00520134,0.9327493,-0.2012677,-0.125506,-0.01088619,-0.004264832,0.003936768,0.7302383,-0.3783692,0.5057243,0.2604366
-0.06719969,-0.0203247,0.01705932,-0.03398705,-0.01390553,-0.00532341,0.9237491,-0.1952676,-0.1495059,-0.008760452,-0.002137184,0.004394531,0.7298969,-0.3801893,0.5041195,0.2618509
